ActiveNewsReaders,Popularity,Verified,totalTweets,tweets,ptweets
shirleybrady,1.2117557251908397,False,16580,"['""The dead are already here."" From HBO\'s #GameOfThrones preview. https://t.co/KbQh7l87pV', 'The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk', 'How the impressive @jonnysun gets it done. \n\nhttps://t.co/8AiDy7yxGZ', ""A closer look at tonight's #GameofThrones episode: https://t.co/D8BibAkjfu"", '@AndrewWahl In the North and/or in CGI budget limbo. https://t.co/tozfPBH1rT', '#GameofThrones did right by Brienne and Ghost tonight. ⚔ https://t.co/OeJewM2m46', '🤐  https://t.co/wQsHUTpShg', 'The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, redemption, and renewal, we pray for the victims and stand with the people of Sri Lanka.', 'Absolutely horrific news from Sri Lanka. Canada strongly condemns the heinous attacks on Christians at churches and hotels. Our hearts &amp; thoughts are with the families &amp; loved ones of those killed and all those injured.', 'FOFOMO? https://t.co/KR6En4r4rt']",dead preview global wealth gap would smaller today without chang accord impress get done closer look tonight north budget limbo right ghost tonight attack tourist easter sri attack human day love renew pray victim stand sri news sri canada condemn attack church hotel heart thought love one kill
kenya_alv,1.1185567010309279,False,1515,"['The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk', ""Young people all over the world are leading the way in the fight to protect our planet because they know their future depends on it. This Earth Day, I want to celebrate the courageous, committed young leaders who are stepping up to save the one planet we've got."", 'Winning the honor of Agency of the Past 20 Years is @KetchumPR #PRWeekAwardsUS', '🏆 @PRWeekUS’ Agency of the Past 20 Years... and the next!🏆.\n\n#PRWeekAwardsUS #KetchumProud https://t.co/OjxTH3W6RI', 'As a daughter of immigrants, I am grateful to not only see a first-generation American awarded for his work but to also see the story of an immigrant portrayed in an #oscar film. Let’s continue to share these stories. https://t.co/GKgqaktKfo', '""I want to thank the Academy for recognizing a film that was centered around an indigenous woman... one of 70 million domestic workers around the world without worker rights, a role traditionally relegated to the background."" \n\n- Alfonso Cuaron (""Roma"") #Oscars https://t.co/JYS7uAaBHw', 'Latino &amp; world-class filmmaker🙌🏽 https://t.co/4iJS16w0JH', '""I think to anyone struggling... we made a film about a gay man, an immigrant, who lived his life just unapologetically himself. The fact that I\'m celebrating him and this story with you tonight is proof that we\'re longing for stories like this."" - Rami Malek #Oscars https://t.co/0Q8cftUHY2', 'Amazing👌🏽👊🏽 https://t.co/jAC7AwMrqt', 'SHAKING #Oscars https://t.co/mHFOhfL0of']",global wealth gap would smaller today without chang accord young world lead way fight protect planet know depend earth day want commit young leader step save one planet weve got win honor past year past year daughter grate see award work also see portray film let share want thank film center around woman one million worker around world without worker right role background alfonso think made film gay man live life fact tonight proof long like ramus shake
evnahimana,2.696629213483146,False,115,"['The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk', 'Editorial | Rwanda launches a 5-year national #hepatitisC elimination plan: A landmark in sub-Saharan Africa \n\nhttps://t.co/4WXkMNIzp2\n#nohep #liverdisease #HCV \n@harvardmed https://t.co/cFQ0eLDqcb', 'Reducing avoidable causes of deaths to zero must drive our daily work around #NewbornHealth2019 @PIH @kmd_drev @RwandaHealth @RBCRwanda https://t.co/HveZymAiiU', ""We are so excited to have our very own DCMO/PHC; Dr, @evnahimana present today @ #NewbornHealthSymposium organised by  @RwandaHealth with @RwandaPaeds and @d_rev_org. He will be presenting on #IMB's multisectoral collaboration 2 design an innovative electricity free infant warmer https://t.co/gwNqJ8WSgM"", 'Great news!! The question is now: how could we move from available to accessible!...particularly for those who need it most!! https://t.co/fSwIyoDovT', ""#Bujumbura, #Bwiza, les années 70 : Nous, le Pétrole, on l'achetait chez Kaguru et la mèche chez Magaspard.  Étudier sous la lumière de cette lampe et être le 1er de la classe.\nSeigneur, rendez-moi mon enfance ... https://t.co/wDjLTbTUE2"", 'On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live out their aspirations without limits. And I’m celebrating some of the women who are building that future for all of us today.', 'At #AHAIC2019? Fantastic! So are we! Join us today for a discussion on NCD Care Integration into Primary Health Care! \nTime:1:30PM \nVenue: MH4 https://t.co/jW5cen8W9W', 'When U think about practical strategies to reach UHC, think about @PIH! In case U are attending @AHAIC2019, please visit our booth to learn more\n#AHAIC2019 @PIH_Rwanda https://t.co/Umm5VEzYPl', 'At @PIH, we believe UHC can only be achieved by workin within government’s public health system to dvlop a full continuum of care\nthat links communities to all levels of health system and ensures a\nfunctional bi-directional referral pathway. @RwandaHealth @RBCRwanda @PIH_Rwanda']",global wealth gap would smaller today without chang accord launch nation plan landmark avoid death zero must drive work around present today present multisector design free infant warmer great news question could move avail need la sou la de lamp de la class seigneur mon intern woman day reflect want daughter one live without limit woman build u today fantast join u today discus care health care think practic strategi reach think case attend plea visit booth learn within govern public health system full continuum care link level health system function pathway
rabbit914,1.835483870967742,False,30897,"['Eight dead in Philippines after strong earthquake strikes north of Manila https://t.co/7Q2YZjd113', ""Prime Minister Narendra Modi will be among tens of millions of people to cast ballots as India holds a 'Super Tuesday' of voting in its marathon election https://t.co/6tr7f2Ir3f"", 'Share of adults who favor more gender equality in their country\n\n🇸🇪Sweden: 82%\n🇮🇳India: 77%\n🇰🇷South Korea: 75%\n🇬🇧UK: 72%\n🇺🇸U.S.: 71%\n🇩🇪Germany: 67%\n🇲🇽Mexico: 61%\n🇯🇵Japan: 55%\n🇷🇺Russia: 40%\n🇭🇺Hungary: 29%\n\nhttps://t.co/OF4w4iEnGR https://t.co/SKHEl69As2', 'Trump mixes up Sri Lankan president and prime minister in tweet after Easter Sunday attacks https://t.co/Nktoqih3y7', 'Poll of college students:\n\n1. Biden: 18.9%\n2. Bernie: 15.1%\n3. Trump: 14.7%\n4. Beto: 13.6%\n5. Buttigieg: 8.4% https://t.co/3B1NgWQJJ9', 'With #Putin and #KJU set to meet later this month, Stephen J. Blank gives his take on what may be discussed and what could be gained from the highly-anticipated Russia-#DPRK summit. https://t.co/y6BPDt4YYZ', 'The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk', 'A powerful earthquake shook the Philippines on Monday, killing at least 5 people https://t.co/igG9jfZxgm', 'Donald Trump was chatting with children at the annual White House Easter event when he said one of the little egg hunters advised him to ""keep building that wall.""\n\n""He\'s going to be a conservative someday!"" Trump continued to tell the crowd\nhttps://t.co/GT4DuZgvMn', 'Two government officials provided The Washington Post with a three-page report issued on April 11 in which a senior police official warned of potential suicide attacks by Thowheeth Jamaath against well-attended Catholic churches. https://t.co/j1Nor7aBhB']",eight dead strong strike north manila prime among ten million cast ballot hold super vote marathon elect share adult favor gender equal trump mix sri prime tweet easter attack poll student trump set meet later month blank give take may discus could gain summit global wealth gap would smaller today without chang accord power shook kill least trump chat child annual white easter event said one egg keep build wall he go someday trump tell crowd two govern post report senior warn attack church
KaylaBurrows2,1.1367604267701261,False,151985,"[""It's #EarthDay! Today and everyday. https://t.co/fP8sekBds5"", '23 years ago today, the 1995-1996 Chicago Bulls finished their regular season with a 72-10 record. Sit back &amp; enjoy their ultimate @nba highlight tape. 🍿🎥 https://t.co/UDfaDJ6hzH', 'Fight breaks out across two lanes on busy M6 after crash https://t.co/RnRyrtvuGw https://t.co/C91LtK099j', 'Five Algerian billionaires arrested in anti-graft investigation https://t.co/hhy2GZGNJN https://t.co/beuSUDvMY9', 'We should use this breather from Brexit to sort out wages, healthcare and crime\nhttps://t.co/2dwnQL4EJb https://t.co/370Lw96RfY', 'If you watch one thing this #EarthDay, make it this. \n\nA message of hope from Sir David Attenborough. #ShareOurPlanet https://t.co/4BpYd2Mgj0', 'Remembering Rita Levi-Montalcini on what would have been her 109th birthday. Levi-Montalcini was our longest living laureate and a pioneer in neurology. She fought to go to university, worked from a bedroom lab during World War II and in 1986 was rewarded with a #NobelPrize https://t.co/GSIk5vEL0p', ""Former Congressman @DarrellIssa to guest host @cvpayne: House Democrats know they want to hang the President, they just don't yet know the charge https://t.co/BnbCp6hQhl"", 'Chief Justice John Roberts faces another test over whether Census forms will include a citizenship question. Census Bureau officials have predicted the inquiry would lead to a lower response rate and an undercount of Hispanic and non-citizen households. https://t.co/VECCxik8gF https://t.co/FLsgTgHb56', ""Don't trample the flowers: Tulips burst into bloom across the Netherlands https://t.co/8Q2Six9h4S""]",today everyday year ago today bull finish regular season record sit back enjoy highlight tape fight break across two lane crash five arrest antigraft use breather sort wage crime watch one thing make hope sir rita would birthday live pioneer fought go work bedroom lab world war reward former congressman guest host democrat know want dont yet know chief face test whether form citizenship question bureau predict would lead lower rate noncitizen household dont flower tulip burst bloom across
jrconstain,1.360613810741688,False,21248,"['The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk', 'Puro corazón debe aparecer en los sueños mojados de los economistas de la producción.', '@yurialexabr Yo se, llegado el momento tal vez ni lo haga, pero igual lo siento', 'Igual yo ya sabia, yo no se en serio ese don mio  que putas.', 'Podemos ahi observar el origen del conflicto humano, el conflicto más basico.', 'Yo puedo ser muy noble y todo pero ganoso de encontrarme a ese marica para que me revire lo que quiera y matarnos.', 'Me he dado a la tarea titánica de integrar lo que he aprendido/entendido los últimos 2 años, deseenme suerte.', 'Sin palabras, es dificil describir lo que solo ella causa en mi.', 'Es mejor atajar locos que empujar bobosss', 'Espero que parado frente a una mesa con mucho papel y lapiz haciendo mapas mentales... https://t.co/K7FFoangfZ']",global wealth gap would smaller today without chang accord en lo de lo de la yo se el tal ni lo lo yo ya yo se en serio el el yo ser de para lo dado la tarea de lo lo sin e lo solo en mi e loco parado mesa con mental
sayra_restrepo,2.935483870967742,False,376,"['Cree en el Señor Jesucristo, y serás salvo, tú y tu casa. \n\nHechos 16:31', 'En La Pradera retienen dos vehículos de @ElectricaribeSA por falta de energía eléctrica https://t.co/UFIXRAp3iU https://t.co/2v6dNIRTMN', 'Žižek vs Paterson, ¿el debate del siglo? https://t.co/TSwkbizscs https://t.co/5nyrEZVhVR', 'La apuesta de @SebastianYatra por las baladas románticas \nhttps://t.co/GBKP3PHJrK https://t.co/P80I0LTt0b', '😍😍😍😍😍\U0001f970 https://t.co/z10ISxRZlZ', '😍😍😍 https://t.co/xPQAnbC1Ob', 'Wuow, sorprendente. https://t.co/Sid39z61DQ', 'Bellooooo https://t.co/42fpb6b03r', 'Que hermosooo https://t.co/gzy2pCunk8', 'The global wealth gap would be smaller today without climate change, according to a study https://t.co/1Y6RSeggyk']",cree en el salvo tu en la do de de v la de la global wealth gap would smaller today without chang accord
KazushiNagayama,16.037634408602152,False,7919,"['なぜ人からの批判が気にならないのか、ブッダにたずねるとこう答えた「誰かかがあなたに贈り物をしてあなたが受け取らなかった場合、贈り物は誰のものか？」そのとき贈り物は贈り主のものであり、言葉もまた同じなのです。', 'Google Walkout のオーガナイザーが懲罰的制裁を受けているの悲しすぎる…', ""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", ""I'm so grateful for your support. I remain staunchly committed to my work @AINowInstitute. Google's retaliation isn't about me, or @clairewaves. It's about silencing dissent &amp; making us afraid to speak honestly about tech &amp; power. NOT OK. Now more than ever, it's time to speak up"", 'Seriously? This is shocking. https://t.co/RoKl2sffHf', '@natsumi_k 趣味が合うかわからないですが自分は\n- Sherlock\n- The Office (UK)\n- Monty Python’s Flying Circus\nでイギリス英語を、\n- Friends\n- New Girl\nでアメリカ英語を勉強しました', '@__kamina ねてました', 'ファッ https://t.co/2hxPK649ok', 'おお、楽しそう、触ってみよ https://t.co/VQUAHgnZ26', 'おお…SF的想像力を簒奪することによって想像の世界すら支配しようとする21世紀的権力が文字数 https://t.co/dImz1iBRxS']",walkout two call walkout treatment sexual harass said told role would chang grate support remain commit work dissent make u afraid speak tech power ever time speak serious shock sherlock python friend new girl
JimMc_Grath,1.0212089077412514,False,14699,"['https://t.co/PpjoQcGP43', ""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", ""DC: why is Swamp Thing going to all of these bullfights\nErnest Hemingway: it's a metaphor"", ""A few years ago I was really getting into literary quote image macros and I'm taking this Swamp Thing ad as a sign that I need to revisit this research project. you can really see how little effort someone at DC put into Googling quotes for this campaign lol https://t.co/l23Xo5rHVq"", 'Podcast wars! NYT and Spotify prohibiting Luminary from using the open RSS feeds for The Daily and Reply All is...something else. Big @ashleyrcarman story here: https://t.co/l1gOIMTkeR', 'Not saying the Warren proposal is bad! Just that the extent of the problem is staggering and the Warren proposal is in fact much more reasonable and restrained than some are making it out to be!', 'Currently thinking about households with two public interest lawyers making over 100,000 combined but also saddled well into the six figures with debt!', ""@Kevin_Church lol it's rough out here today"", '@mattl Sallie Mae has a lot of jackals on the payroll tbh', ""@DukeHypeMan2016 @sheishistoric Hi! I'll second Emily's rec of An Xiao Mina's work (especially her new book). Here's a recent thing I wrote about memes: the Further Reading list here might be helpful. https://t.co/4bDk73czsd""]",two call walkout treatment sexual harass said told role would chang swamp thing go bullfight metaphor year ago get quot macro take swamp thing ad sign need revisit research project see effort put quot campaign war prohibit use open r feed el big say warren bad extent problem stagger warren fact much reason restrain make current think household two public interest lawyer make also well six debt rough today mae lot jackal hi ill second mina work new book here recent thing wrote read list might help
mharvey816,1.3072207084468666,False,726035,"[""I just finished paying my loans and I would be the first volunteer to hit delete on everyone else's loans. Nobody should have to go through that."", 'There are two types of people:\n\n- Those who endure hardship and say ""nobody should have to go through that.""\n\n-  Those who endure hardship and say ""I went through that, so everyone should."" https://t.co/uPdYS1V4AQ', 'Barry is lucky to have such oblivious roommates. #BarryHBO', ""The Caps looked like they'd tied it. Then they didn't. Then it went off the rails. And now it goes to a Game 7. https://t.co/0LMTVIJ2jl"", 'Again, it makes no logical sense that tax cuts for the wealthy few are considered investments but economic stimulus for working people is considered a handout. That viewpoint is pure classism &amp; driven by a greater disdain for the poor than for poverty.', '""Oh shit"" - also me watching every #BarryHBO episode', 'Gordo says goodbye to that one.\n\n#AlwaysRoyal https://t.co/8l8wQJb1xg', 'Among 114 players with at least 60 plate appearances in the American League, Brian Goodwin ranks...\n\n7th in AVG\n8th in OBP\n13th in SLG\n7th in OPS\n13th in wRC+\n23rd in BB%', 'TUNE IN &gt;&gt; @KamalaHarris town hall on @CNN starts now.', ""Hey baby r u goaltender interference because I have literally no idea what this is or where it's going""]",finish pay loan would first hit el loan go two type hardship say go hardship say went cap look like tie didnt went rail game make logic sen tax cut invest work handout viewpoint pure classism driven greater disdain poor oh also watch say one among player least plate appear rank tune town hall start hey liter idea go
ceciliakang,16.51561543172076,True,79,"['So much good discussion and POVs around 230. https://t.co/SKQGj5Hu2z', ""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", 'product nightmare for Samsung: https://t.co/aCKkZVPDku', 'Great thread https://t.co/jV1LelSzaM', '""We’re allowing the computers to teach and the kids all looked like zombies,” said one parent\n\n@NellieBowles follows up on a utopian idea of recent years and how once deployed, things didn\'t turn out as expected. Another great one, Nellie https://t.co/XPueTG8yxy', '@sapna @Nataliekitro @dgelles Dogged reporting that keeps a light on Boeing and regulators. Kudos!', ""Free Speech Puts U.S. on ‘a Collision Course’ With Global Limits on Big Tech. We look at How Mark Zuckerberg's Call for Content Regulations Hit Major Snag in the U.S. https://t.co/RRiTM2AFFl"", 'One of my favorite subplots via \u2066@koblin\u2069 https://t.co/rkWFb5OaYu via \u2066@nytimes\u2069', 'Facebook, YouTube, and other social media platforms are struggling to enforce their own rules about terror groups. What do they do when one person’s terrorist is another’s local governor? Story with \u2066@NYTBen\u2069  https://t.co/8UwlUgdJDC', 'We are shocked and anguished by reports that our brave and wonderful colleague Lyra McKee has been murdered amid violence in Derry, NI. She has edited Mediagazer since 2011. Our hearts go out to her family and friends.']",much good discus around two call walkout treatment sexual harass said told role would chang product great thread we re allow teach look like zombi said one parent follow utopian idea recent year deploy thing didnt turn expect great one dog report keep light free speech put u global limit big tech look mark call content hit major snag u one subplot via via social medium platform rule terror group one person terrorist local governor shock anguish report brave wonder lyra murder amid ni edit heart go friend
medicaldork,1.8235294117647058,False,10192,"[""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", 'A fact that should not have taken years in practice to realize: most people in poor health did nothing to deserve it and pretty much anyone that enjoys good health should consider themselves fortunate rather than deserving.', 'For people who believe giving a $1.5T tax break to millionaires &amp; billionaires is smart economics but giving a $640B debt break to millennials is bad economics then stop using the word economics but it does not mean what you think it means. https://t.co/QWTGScdKJo', 'Since abortion is outlawed in 5 states (I believe) at first heartbeat detection,\nchild support should ALSO start at the same time, including required billing of 50% of the medical bills.\n\nI wonder how many mens’ opinions would change when they actually had to take responsibility', 'A member of our well regulated militia uses a gun to murder his ex-girlfriend and her daughter, then flees, shoots at his ex-girlfriend’s son and grazes him. He then uses the gun to kill himself. The victims’ family says he had a history of violent threats.https://t.co/D5PFULsZdu', 'THIS IS INJUSTICE 👇👇 https://t.co/oqlLrz2RvE', '2 French billionaires snapped their fingers and raised $300,000,000 for the rebuilding of Notre Dame.\n\n38,000 of us pledged what we could, ranging from $1 to $50,000, in order to raise $2,000,000 to rebuild a few black churches.\n\nThat’s what wealth inequality looks like.', 'White people genuinely think that police make kids safer when in reality at most schools the police ARE the threat.  \n\nThis is why we continue to say. #BlackLivesMatter https://t.co/MGxzTbN7iD', 'Hey Mike you said I should be gutted like a dear. Do you remember? Don’t lie! God is watching and I have tape! https://t.co/M72QQACjqV', 'Oh, look.\n\nAnother example of a woman being punished for defending herself against men.\n\nIf you don’t see what’s wrong here, you’re part of the problem.\n\nhttps://t.co/0K8EFN7Ddl']",two call walkout treatment sexual harass said told role would chang fact taken year practic poor health much enjoy good health rather give tax break smart give debt break bad stop use word mean think mean abort outlaw state first heartbeat detect child support also start time bill medic bill wonder mani men opinion would chang actual take member well militia use gun murder daughter flee shoot son graze use gun kill victim say violent threat snap finger rais rebuild dame u could rang order rais rebuild black church that wealth look like white think make school threat say hey mike said gut like dear don lie god watch tape oh look woman punish defend men don see what wrong you re part problem
avfolk,3.3214285714285716,False,78293,"['On CNN, @SenSanders calls the Netanyahu government in Israel a ""right wing, dare I say it, racist"" government. Imagine what the first official meeting at the White House between a President Sanders and Prime Minister Netanyahu in 2021 would be like 😜\n#CNNTownHall', 'Let me very clear. I like Bob Iger. I do NOT speak for my family but only for myself. Other than owning shares (not that many) I have no more say in what happens there than anyone else. But by any objective measure a pay ratio over a thousand is insane. https://t.co/O34OjXd6rr', ""Stone worked for pennies and schemed for 40 years to get Trump elected. Now he's reduced to this. #ETTD is real, karma is a magnificent bitch, and this will never not be funny. https://t.co/5ymCvtFTbz"", 'Holy fuckin shit. This was a pop up ad on an article I was reading for a strip club in my town. He’s appearing at strip clubs. For $25 dollars. Lmao https://t.co/4TNNF5Agxz', 'Russian hackers are targeting US embassies, according to new report https://t.co/MyONh1rOZQ https://t.co/k0JpiW1YTj', 'The F-22 Raptor Is So Dangerous It Has No Real Enemy To Fight https://t.co/QGKQuvAFSJ', 'One reason we want Don McGahn to testify under oath is because the Obstruction of Justice law is broad. A person is guilty merely for ""endeavoring"" to obstruct justice with corrupt intent. Giving an order to obstruct justice violates the law even if the order is not carried out. https://t.co/bfldp1fysC', 'Cop. Out. https://t.co/JovacFKTAf', 'History is so fascinating. Did you know the first black president in North America was in Mexico in 1829? He abolished slavery, triggering Texas slaveholders to rebel. Hat tip to \u2066@RevDrBarber\u2069 for spurring me to dive into this history this morning!  https://t.co/lsHqsXXYmR', 'WARREN says members of Congress ought to vote on Trump impeachment: ""They should have to take that vote and live with it for the rest of their lives.""']",call govern right wing dare say racist govern first meet white sander prime would like let clear like bob speak own share mani say happen el object pay ratio thousand stone work penni scheme year get trump elect he real karma magnific bitch never pop ad read strip club town he appear strip club dollar hacker target u accord new report raptor danger real fight one reason want oath obstruct law broad person mere endeavor obstruct corrupt intent give order obstruct law even order cop know first black north abolish trigger rebel hat tip spur dive morn warren say member congress ought vote trump impeach take vote live rest live
jhishan,1.4411764705882353,False,3447,"[""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", '@omgnyc_ Do itttttttt!!!', 'The severity of this misconduct demands that elected officials in both parties set aside political considerations and do their constitutional duty. That means the House should initiate impeachment proceedings against the President of the United States.', '@mmatyus Every person that moved to Brooklyn in the last two decades', '@_HarshilShah They have a really good chicken salad in a croissant sandwich. It’s gross if u think about it, but really good if u don’t think about it', 'Dunkin’ Donuts is the best coffee shop', 'New Brooklyn people are the worst', 'Don’t act like you don’t drink green juice and go to brunch and do yoga at some place called namaste yoga', 'You can’t live around Williamsburg, and also complain about the type of people that live in Williamsburg. Only exception is if you moved to Williamsburg like 20 years ago', 'Don’t look at my zit I swear to god']",two call walkout treatment sexual harass said told role would chang sever misconduct demand elect set consider mean impeach proceed unit state person move last two decad good chicken salad sandwich it gross think good don think best shop new worst don act like don drink green go brunch yoga place call yoga can live around also complain type live except move like year ago don look swear god
_alexrasmussen,1.1481481481481481,False,6327,"['me: in a quiet public space with strangers \n\nmy stomach: https://t.co/NsdxdiXegu', 'My dad bought his laptop from a teen and refuses to remove the stickers https://t.co/36bbmZgOsB', ""Two Google employees who called for a walkout over the company's treatment of sexual harassment said they were demoted or told their role would change https://t.co/1yK5PcwMYX"", 'the contestants of Love Island discussing Brexit is the only Brexit-related content that matters. https://t.co/8ieHW3FrR4', 'he was mad i didnt let him outside w me https://t.co/eDKeEP8sd2', 'Deputy Christopher Krickovich is the officer who smashed Delucca’s FACE into the pavement twice and then punched him in the head. Lucca has a fractured nose and was profusely bleeding after the savage attack. #justiceForLucca  and #FireKrickovich https://t.co/vo85tt3HSS', 'Rupaul: good luck, and don’t fu-\n@OddlyYvie: https://t.co/CpZ0uFFFyk', 'Since abortion is outlawed in 5 states (I believe) at first heartbeat detection,\nchild support should ALSO start at the same time, including required billing of 50% of the medical bills.\n\nI wonder how many mens’ opinions would change when they actually had to take responsibility', 'Why yes, I too have a take on Normal People. https://t.co/XovBwywX1u', 'A Florida deputy has been reassigned after cellphone video shows him punching a teenage boy in the head during an arrest. https://t.co/V5IchFDKJu']",quiet public space stranger stomach dad bought teen sticker two call walkout treatment sexual harass said told role would chang contest love island discus content matter mad didnt let smash face pavement twice punch head nose bleed attack good luck don fu abort outlaw state first heartbeat detect child support also start time bill medic bill wonder mani men opinion would chang actual take ye take normal reassign video show punch boy head arrest
Lawrenc96256742,2.206405693950178,False,44539,"['To all those celebrating the resurrection of Jesus Christ across the world today, Happy Easter!! Cherish this day w/ friends &amp; family. He has RISEN!', '""Kids are being rented ... to an adult to format a fraudulent family unit so that they can be released into the United States and then that child be recycled back to its country of origin."" \n\n""We know we\'ve missed many, many more.""\n\n@rgv3307 @CBPRGV @CBPSouthTexas @CBPArizona https://t.co/DurQwtXRPU', 'Iran takes pride in chanting “Death to America” and being openly anti-Semetic.\n\nNow any country that buys oil from Iran is facing US sanctions!\n\nThank you President Trump! #fixit  https://t.co/hTgNc61Mec', 'The multibillionaire developer Rick Caruso seems intent on broadening his stamp on the city of Los Angeles, including possibly running for mayor https://t.co/CDbq2NDyNl', 'If Elizabeth Warren wipes clean student debt, millions of Americans will collect our reparations from the banks funding and big business universities profiting by higher education. \n\nThis could be fun. 😉', '@realDonaldTrump The people closest to the President, if called to testify, would have blown the Obstruction hoax out of the water. because they surely knew that POTUS never colluded and had ZERO INTENT of obstructing one damned thing. Why would he? \n@POTUS KNEW HE WAS COMPLETELY INNOCENT! https://t.co/f2qOLfwqP1', 'Today our President is taking action to bring Iran’s oil exports to zero &amp; deny the regime its principal source of revenue\n“Iran’s leaders plunder the nation’s resources to enrich themselves &amp; to spread mayhem across the Middle East and far beyond.” – @realDonaldTrump https://t.co/luriE61Zuv', '@pinkk9lover @AppSame @_IamAnita_D @LVNancy @jeepsuzih2 @Cartilago4 @gr8tjude_08 @KatTheHammer1 @VFL2013 @adjunctprofessr https://t.co/TMgifUPn5Y', 'Al-Jazeera journalist Saif Khalid claims that reporting the name of one of the alleged suicide bombers in Sri Lanka is “Islamophobic”. https://t.co/En3bUYe6Te', 'The terrorist behind one of the bombings in Sri Lanka was an Islamist Extremist Imam and preacher by the name of Moulvi Zahran Hashim (with many lectures online and YouTube - makes you wonder why YT never banned him for his terrorist ideology). Anyway, here’s part of the report: https://t.co/zOB2hdXuuh']",resurrect across world today easter cherish day friend risen rent adult format unit unit state child back origin know weve miss mani mani take pride chant death buy oil face u sanction thank trump develop rick seem intent broaden stamp lo angel run mayor warren wipe clean student debt million collect bank fund big profit higher could fun call would blown obstruct hoax water sure knew never zero intent obstruct one damn thing would knew today take action bring oil export zero leader plunder nation enrich spread mayhem across east far beyond journalist claim report name one bomber sri terrorist behind one bomb sri extremist imam preacher name mani make wonder never ban terrorist anyway here part report
pollsstar,1.5723756906077349,False,465883,"['@NoelClarke   Telfor Bedeau to summit Mt St Catherine for 80th birthday https://t.co/Eu8kqxgAPI', 'Yeah, my thought exactly. https://t.co/S18VD5nqPK', 'The Lady of Shalott, 1875 #englishart #symbolism https://t.co/S4QN5QaKNP', 'UPDATE: The Polish church has condemned this ""idiotic"" ritual. \n\nhttps://t.co/TYKaCtj4dO https://t.co/hYXfpZ4TEF', 'The president\'s son and namesake, Donald Trump Jr., ""declined to be voluntarily\ninterviewed"" by Mueller\'s team, according to page 117 of the Mueller Report https://t.co/d6oEuOpqG0', ""It's extraordinary how little social Media speak is dedicated to the murder and plight of Christians throughout the world."", 'Lea Hurst, Kent #romanticism #johngrimshaw https://t.co/hdGcIxq9Hg', '-The CEO of Gap makes 3,566x what his workers make\n\n-The CEO of Chipotle makes 2,438x what his workers make \n\n-The CEO of Starbucks makes 1,049x what his workers make\n\n-The CEO of Coca-Cola makes 1,016x what his workers make\n\nThis is garbage. https://t.co/CH6xQiI9iq', 'Monday 22 April 2019. A sitting @UKLabour MP posts an antisemitic tweet containing fake news about #Israel. @grahamemorris becomes aware of his error BUT doesn’t delete the Tweet. The fake news is still on the MPs account- even though he knows. That’s how bad the situation is now', '""The GOP has embraced utter and complete moral nihilism."" https://t.co/eRliPl5Bd9']",summit st birthday yeah thought symbol polish church condemn idiot ritual son trump interview team accord page report social medium speak murder plight throughout world lea hurst kent romantic gap make worker make make worker make make worker make make worker make sit post tweet contain fake news error tweet fake news still account even though know that bad utter moral
